101,1,0,0,1
102,1,0,0,0
103,1,0,0,0
104,1,0,0,0
105,1,1,0,0
106,2,1,0,0
107,2,1,0,0
108,2,0,0,0
109,2,0,0,0
110,2,0,0,0
201,1,0,1,0
202,1,0,1,0
203,1,0,1,1
204,1,0,1,0
205,1,1,1,0
206,1,1,1,0
207,2,1,1,0
208,2,0,1,0
209,2,0,1,0
210,2,0,1,0
301,1,1,0,0
302,1,1,0,0
303,1,1,0,0
304,1,0,0,0
305,2,0,0,0
306,2,1,0,0
307,2,1,0,0
308,2,0,0,0
309,2,0,0,0
310,2,0,0,1
401,1,0,0,0
402,1,0,0,0
403,1,1,0,0
404,1,1,0,0
405,2,0,0,0
406,2,1,0,0
407,2,1,0,0
408,2,0,0,0
409,2,0,0,0
410,2,0,0,0
501,1,0,0,0
502,1,0,0,0
503,1,0,0,0
504,1,1,0,1
505,2,1,0,0
506,2,1,0,0
507,2,1,0,0
508,2,0,0,0
509,2,0,0,0
510,2,0,0,0
601,1,0,0,0
602,1,0,0,0
603,1,1,0,0
604,1,1,0,0
605,2,1,0,0
606,2,1,0,0
607,2,0,0,0
608,2,0,0,0
609,2,0,0,0
610,2,0,0,1
701,1,0,0,0
702,1,0,0,0
703,1,1,0,0
704,1,1,0,0
705,2,1,0,0
706,2,1,0,0
707,2,0,0,0
708,2,0,0,0
709,2,0,0,0
710,2,0,0,0
801,1,0,0,0
802,1,0,0,0
803,1,0,0,0
804,1,1,0,0
805,2,1,0,0
806,2,0,0,0
807,2,0,0,0
808,2,0,0,0
809,2,0,0,0
810,2,0,0,0
901,1,0,0,0
902,1,0,0,0
903,1,0,0,0
904,1,1,0,0
905,2,1,0,0
906,2,0,0,0
907,2,0,0,0
908,2,0,0,0
909,2,0,0,0
910,2,0,0,0
1001,1,0,0,0
1002,1,0,0,0
1003,1,1,0,0
1004,1,1,0,0
1005,2,1,0,0
1006,2,1,0,0
1007,2,1,0,0
1008,2,0,0,0
1009,2,0,0,0
1010,2,0,0,0
